name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
"THINKPAD E14 i5-13420H 24 RAM 512 SSD 14"" WINDOWS 11 PRO 21JK00LCTX K6",https://www.trendyol.com/lenovo/thinkpad-e14-i5-13420h-24--ram-512-ssd-14-windows-11-pro-21jk00lctx-k6-p-899546108?boutiqueId=61&merchantId=835960,13420H,34199,899546108,LENOVO,Ofis - İş,14 inç,1920 x 1200,Full HD (FHD),,,Dahili,Dahili Ekran Kartı,1.0,,24,512,,,,Windows
Vivobook 15 X1504VA-NJ72001 i3-1315U 16 256 SSD 15.6 FHD FreeDOS,https://www.trendyol.com/asus/vivobook-15-x1504va-nj72001-i3-1315u-16-256-ssd-15-6-fhd-freedos-p-933360556?boutiqueId=61&merchantId=105378,1315U,16619,933360556,ASUS,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Dahili Ekran Kartı,1.0,4.5,16,256,6,3.3,Var,Free Dos (İşletim Sistemi Yok)
"250 G10 Intel Core I5 1334U 32 512 SSD Intel® Iris® Xᵉ Grafik WIN11PRO 15.6"" B2NC5ESP17+ZETTACNT",https://www.trendyol.com/hp/250-g10-intel-core-i5-1334u-32-512-ssd-intel-iris-x-grafik-win11pro-15-6-b2nc5esp17-zettacnt-p-926169662?boutiqueId=61&merchantId=593943,1334u,21499,926169662,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Intel Graphics,1.0,,32,512,10,,,Windows
"255 G8 Amd Ryzen 7 5700u 16 256 Ssd Windows 10 Home 15.6"" Fhd T.bilgisayar 4p3m4es2",https://www.trendyol.com/hp/255-g8-amd-ryzen-7-5700u-16-256-ssd-windows-10-home-15-6-fhd-t-bilgisayar-4p3m4es2-p-374784898?boutiqueId=61&merchantId=444099,5700U,19699,374784898,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,AMD Radeon Vega 8,1.0,4.3,16,256,8,1.8,Yok,Windows
Nb Stealth 18 Hx Aı A2xwhg-024tr Ultra 9 275hx 32 Ddr5 Rtx5070tı 2 Ssd 18.0 Qhd 240 W11p,https://www.trendyol.com/msi/nb-stealth-18-hx-ai-a2xwhg-024tr-ultra-9-275hx-32-ddr5-rtx5070ti-2-ssd-18-0-qhd-240-w11p-p-925429452?boutiqueId=61&merchantId=104683,255H,169999,925429452,MSI,Ofis - İş,18 inç,2560 x 1600,QHD,IPS,240,Harici,Nvidia GeForce RTX 5070 Ti,12.0,,32,2,,2,,Windows
Victus 16 R7 8840H 40 RAM 2 SSD RTX4070/8 144 16.1'' FHD FDOS Gaming Laptop & PER4 ÇANTA,https://www.trendyol.com/hp/victus-16-r7-8840h-40-ram-2-ssd-rtx4070-8-144-16-1-fhd-fdos-gaming-laptop-per4-canta-p-897458726?boutiqueId=61&merchantId=668896,8840H,73281,897458726,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4070,8.0,,40,2,12,,,Free Dos (İşletim Sistemi Yok)
"TUF F15 FX507ZC4-HN081 i5 12500H 16 512 SSD RTX3050 15.6"" 144 FHD F.Dos Laptop Wz01",https://www.trendyol.com/asus/tuf-f15-fx507zc4-hn081-i5-12500h-16-512-ssd-rtx3050-15-6-144-fhd-f-dos-laptop-wz01-p-806548982?boutiqueId=61&merchantId=334898,12500H,33999,806548982,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,4.5,16,512,4,2.5,,Free Dos (İşletim Sistemi Yok)
"X1502za-Ej654w Intel i5-1235u 8 256 Ssd Intel Iris Xe Graphics 15.6"" Fhd W11 Mavi Notebook",https://www.trendyol.com/asus/x1502za-ej654w-intel-i5-1235u-8-256-ssd-intel-iris-xe-graphics-15-6-fhd-w11-mavi-notebook-p-753724191?boutiqueId=61&merchantId=153128,1235U,15999,753724191,ASUS,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),,90,Dahili,Intel XE Graphics,8.0,,8,256,10,2,Yok,Windows
"15S-EQ2000NT03 AMD Ryzen 7 5700U 32 RAM 512 SSD Freedos 15.6"" FHD + ÇANTA",https://www.trendyol.com/hp/15s-eq2000nt03-amd-ryzen-7-5700u-32-ram-512-ssd-freedos-15-6-fhd-canta-p-863169355?boutiqueId=61&merchantId=609867,5700U,19899,863169355,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Dahili Ekran Kartı,1.0,4.3,32,512,8,1.8,Yok,Free Dos (İşletim Sistemi Yok)
TravelMate P4 TMP414-52-7232 i7-1260P 16 DDR4 1 SSD 14 inç FHD 60 IPS FDos Laptop,https://www.trendyol.com/acer/travelmate-p4-tmp414-52-7232-i7-1260p-16-ddr4-1-ssd-14-inc-fhd-60-ips-fdos-laptop-p-919987788?boutiqueId=61&merchantId=105369,1260p,24159,919987788,ACER,Ofis - İş,14 inç,1920 x 1200,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.7,16,1,12,3.4,Yok,Free Dos (İşletim Sistemi Yok)
"Ideapad 5 2-In-1 83DU0052TR 16IRU9 Intel® Core™ 7 150U 16 1SSD 16"" Dokunmatik Freedos",https://www.trendyol.com/lenovo/ideapad-5-2-in-1-83du0052tr-16iru9-intel-core-7-150u-16-1-ssd-16-dokunmatik-freedos-p-926375850?boutiqueId=61&merchantId=107301,150U,38499,926375850,LENOVO,Ofis - İş,16 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Dahili Ekran Kartı,1.0,5,16,1,10,,Var,Free Dos (İşletim Sistemi Yok)
"Ideapad Slım 3 83es0033tr I5-12450h 8 Ram 512 Ssd 15.6"" Fullhd Dos Dizüstü Bilgisayar",https://www.trendyol.com/lenovo/ideapad-slim-3-83es0033tr-i5-12450h-8-ram-512-ssd-15-6-fullhd-dos-dizustu-bilgisayar-p-903003464?boutiqueId=61&merchantId=107656,12450H,18099,903003464,LENOVO,Ofis - İş,16 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.4,8,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
"Cyborg 14 A13ve-054xtr I7-13620h 16 Ddr5 512 6 Rtx4050 Gddr6 14.0"" 144 Freedos Full Hd N",https://www.trendyol.com/msi/cyborg-14-a13ve-054xtr-i7-13620h-16-ddr5-512-6-rtx4050-gddr6-14-0-144-freedos-full-hd-n-p-806433575?boutiqueId=61&merchantId=106740,13620H,49999,806433575,MSI,Ev - Okul,14 inç,1920 x 1080,Full HD (FHD),TN,144,Harici,Nvidia GeForce RTX 4050,6.0,2.1,16,512,10,2.1,Yok,Free Dos (İşletim Sistemi Yok)
"Sword 17 Hx B14VEKG-053XTRM3 Intel Core I7 14700HX 64 1 SSD RTX4050 Windows 11Pro 17"" Fhd+ 165",https://www.trendyol.com/msi/sword-17-hx-b14vekg-053xtrm3-intel-core-i7-14700hx-64-1-ssd-rtx4050-windows-11pro-17-fhd-165-p-896228724?boutiqueId=61&merchantId=127233,14700HX,91599,896228724,MSI,Oyun,17 inç,1920 x 1200,FHD+,TN,165,Harici,Nvidia GeForce RTX 4050,6.0,,64,1,20,,,Windows
"ThinkPad E16 Gen 2 Ultra 7 155H 32 1 SSD 16"" WUXGA Fdos Dizüstü Bilgisayar 21MA002UTX 005",https://www.trendyol.com/lenovo/thinkpad-e16-gen-2-ultra-7-155h-32-1-ssd-16-wuxga-fdos-dizustu-bilgisayar-21ma002utx-005-p-881935647?boutiqueId=61&merchantId=228212,155H,43299,881935647,LENOVO,Ofis - İş,16 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel Arc Graphics,1.0,4.9,32,1,16,3.8,Yok,Free Dos (İşletim Sistemi Yok)
"255 G10 9G1F9ET02 Ryzen7 7730U 32 512SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar-CNT003",https://www.trendyol.com/hp/255-g10-9g1f9et02-ryzen7-7730u-32-512ssd-15-6-fhd-freedos-dizustu-bilgisayar-cnt003-p-900147761?boutiqueId=61&merchantId=106664,7730U,22499,900147761,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,AMD Radeon Graphics,1.0,4.5,32,512,8,2,Yok,Linux
ROG Strix SCAR18/ G835LX-SA000W/ Ultra9 275HX işlemci/ 64 Ram/ 4 SSD/ RTX 5090 Ekran Kartı/,https://www.trendyol.com/asus/rog-strix-scar18-g835lx-sa000w-ultra9-275hx-islemci-64-ram-4-ssd-rtx-5090-ekran-karti-p-936866405?boutiqueId=61&merchantId=275331,,253200,936866405,ASUS,Oyun,18 inç,2560 x 1600,WQXGA,Mini LED,,Harici,Nvidia GeForce RTX 5090,24.0,2.7,64,4,24,,,Windows
"Victus 15-FB2028NT AMD R5 7535HS 16 1SSD SSD RX6550M Freedos 15.6"" FHD 144 A44MJEAAS4",https://www.trendyol.com/hp/victus-15-fb2028nt-amd-r5-7535hs-16--1-ssd-ssd-rx6550m-freedos-15-6-fhd-144-a44mjeaas4-p-932698209?boutiqueId=61&merchantId=201710,,30550,932698209,HP,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,,4.0,,16,1,6,3.3,,Free Dos (İşletim Sistemi Yok)
"Aspire 3 15. A315-24P-R23K. NX.KDEEY.00C. R3-7320U. 8. 256 SSD. FHD. 15.6"" Dos. Dizüstü B.",https://www.trendyol.com/acer/aspire-3-15-a315-24p-r23k-nx-kdeey-00c-r3-7320u-8--256--ssd-fhd-15-6-dos-dizustu-b-p-902603354?boutiqueId=61&merchantId=767609,7320U,12259,902603354,ACER,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Dahili Ekran Kartı,1.0,4.5,8,256,4,2.4,Yok,Free Dos (İşletim Sistemi Yok)
"V15 G3 Intel Core i5 1235U 16 256 SSD Windows 11 Home 15.6"" FHD 82TT00HDTRA189",https://www.trendyol.com/lenovo/v15-g3-intel-core-i5-1235u-16-256-ssd-windows-11-home-15-6-fhd-82tt00hdtra189-p-831876588?boutiqueId=61&merchantId=153128,1235U,18396,831876588,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel XE Graphics,1.0,4.4,16,256,10,2,Yok,Windows
Experook P5 Core Ultra 5 226V-16-512 Ssd-14inc-W11,https://www.trendyol.com/asus/experook-p5-core-ultra-5-226v-16-512-ssd-14inc-w11-p-883156423?boutiqueId=61&merchantId=624588,226V,40999,883156423,ASUS,Ofis - İş,14 inç,2560 x 1600,WQXGA,,144,Dahili,Intel Arc Graphics,1.0,,16,,8,,Yok,Windows
"Probook 440 G10 I5 1335U 16 2 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH08+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-16-2-ssd-intel-iris-x-w11home-14-fhd-8a565eah08-zettacanta-p-802532191?boutiqueId=61&merchantId=106536,1335U,38199.5,802532191,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,16,2,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 64 256 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH13+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-256-ssd-intel-iris-x-w11home-14-fhd-8a565eah13-zettacanta-p-802244958?boutiqueId=61&merchantId=106536,1335U,36899.5,802244958,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,64,256,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 64 1 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH15+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-1-ssd-intel-iris-x-w11home-14-fhd-8a565eah15-zettacanta-p-802243086?boutiqueId=61&merchantId=106536,1335U,40099.5,802243086,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,64,1,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 64 1 SSD Intel® Iris® X? W11PRO 14"" Fhd 8A565EAP15+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-1-ssd-intel-iris-x-w11pro-14-fhd-8a565eap15-zettacanta-p-802242729?boutiqueId=61&merchantId=106536,1335U,41599.5,802242729,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,4.6,64,1,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 32 1 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH11+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-32-1-ssd-intel-iris-x-w11home-14-fhd-8a565eah11-zettacanta-p-802242716?boutiqueId=61&merchantId=106536,1335U,36699.5,802242716,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,4.6,32,1,10,1.7,Yok,Windows
"Probook 440 G10 I5 1335U 16 1 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH07+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-16-1-ssd-intel-iris-x-w11home-14-fhd-8a565eah07-zettacanta-p-802240687?boutiqueId=61&merchantId=106536,1335U,34899.5,802240687,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,4.6,16,1,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 8 2 SSD Intel® Iris® X? W11HOME 14"" Fhd 8A565EAH04+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-8-2-ssd-intel-iris-x-w11home-14-fhd-8a565eah04-zettacanta-p-802240260?boutiqueId=61&merchantId=106536,1335U,37499.5,802240260,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,8,2,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 64 512 SSD Intel® Iris® X? W11PRO 14"" Fhd 8A565EAP14",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-512-ssd-intel-iris-x-w11pro-14-fhd-8a565eap14-p-802240128?boutiqueId=61&merchantId=106536,1335U,38899.5,802240128,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,64,512,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 64 256 SSD Intel® Iris® X? W11PRO 14"" Fhd 8A565EAP13",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-256-ssd-intel-iris-x-w11pro-14-fhd-8a565eap13-p-802240113?boutiqueId=61&merchantId=106536,1335U,38299.5,802240113,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,64,256,10,2,Yok,Windows
"Probook 440 G10 I5 1335U 8 2 SSD Intel® Iris® X? W11PRO 14"" Fhd 8A565EAP04+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-8-2-ssd-intel-iris-x-w11pro-14-fhd-8a565eap04-zettacanta-p-802240077?boutiqueId=61&merchantId=106536,1335U,38799.5,802240077,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,8,2,10,1.7,Yok,Windows
"Probook 440 G10 I5 1335U 64 512 SSD Intel® Iris® X? FDOS 14"" Fhd 8A565EAF14+ZETTAÇANTA",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-64-512-ssd-intel-iris-x-fdos-14-fhd-8a565eaf14-zettacanta-p-802129967?boutiqueId=61&merchantId=106536,1335U,36299.5,802129967,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,64,512,10,2,Yok,Free Dos (İşletim Sistemi Yok)
"Probook 440 G10 I5 1335U 32 2 SSD Intel® Iris® X? FDOS 14"" Fhd 8A565EAF12 + Weblegelsin Çanta",https://www.trendyol.com/hp/probook-440-g10-i5-1335u-32-2-ssd-intel-iris-x-fdos-14-fhd-8a565eaf12-weblegelsin-canta-p-802128344?boutiqueId=61&merchantId=106536,1335U,38699.5,802128344,HP,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,4.6,32,2,10,2,Yok,Free Dos (İşletim Sistemi Yok)
